Pecha ID,Download Link,Non Word Ratio
P000189,https://github.com/OpenPecha/P000189/archive/refs/heads/botok.zip,
P000190,https://github.com/OpenPecha/P000190/archive/refs/heads/botok.zip,
P000191,https://github.com/OpenPecha/P000191/archive/refs/heads/botok.zip,
P000192,https://github.com/OpenPecha/P000192/archive/refs/heads/botok.zip,
P000193,https://github.com/OpenPecha/P000193/archive/refs/heads/botok.zip,
P000194,https://github.com/OpenPecha/P000194/archive/refs/heads/botok.zip,
P000195,https://github.com/OpenPecha/P000195/archive/refs/heads/botok.zip,
P000196,https://github.com/OpenPecha/P000196/archive/refs/heads/botok.zip,
P000197,https://github.com/OpenPecha/P000197/archive/refs/heads/botok.zip,
P000198,https://github.com/OpenPecha/P000198/archive/refs/heads/botok.zip,
P000199,https://github.com/OpenPecha/P000199/archive/refs/heads/botok.zip,
P000200,https://github.com/OpenPecha/P000200/archive/refs/heads/botok.zip,
P000201,https://github.com/OpenPecha/P000201/archive/refs/heads/botok.zip,
P000202,https://github.com/OpenPecha/P000202/archive/refs/heads/botok.zip,
P000203,https://github.com/OpenPecha/P000203/archive/refs/heads/botok.zip,
P000204,https://github.com/OpenPecha/P000204/archive/refs/heads/botok.zip,
P000205,https://github.com/OpenPecha/P000205/archive/refs/heads/botok.zip,
P000206,https://github.com/OpenPecha/P000206/archive/refs/heads/botok.zip,
P000207,https://github.com/OpenPecha/P000207/archive/refs/heads/botok.zip,
P000208,https://github.com/OpenPecha/P000208/archive/refs/heads/botok.zip,
P000209,https://github.com/OpenPecha/P000209/archive/refs/heads/botok.zip,
P000210,https://github.com/OpenPecha/P000210/archive/refs/heads/botok.zip,
P000211,https://github.com/OpenPecha/P000211/archive/refs/heads/botok.zip,
P000212,https://github.com/OpenPecha/P000212/archive/refs/heads/botok.zip,
P000213,https://github.com/OpenPecha/P000213/archive/refs/heads/botok.zip,
P000214,https://github.com/OpenPecha/P000214/archive/refs/heads/botok.zip,
P000215,https://github.com/OpenPecha/P000215/archive/refs/heads/botok.zip,
P000216,https://github.com/OpenPecha/P000216/archive/refs/heads/botok.zip,
P000217,https://github.com/OpenPecha/P000217/archive/refs/heads/botok.zip,
P000218,https://github.com/OpenPecha/P000218/archive/refs/heads/botok.zip,
P000219,https://github.com/OpenPecha/P000219/archive/refs/heads/botok.zip,
P000220,https://github.com/OpenPecha/P000220/archive/refs/heads/botok.zip,
P000221,https://github.com/OpenPecha/P000221/archive/refs/heads/botok.zip,
P000222,https://github.com/OpenPecha/P000222/archive/refs/heads/botok.zip,
P000223,https://github.com/OpenPecha/P000223/archive/refs/heads/botok.zip,
P000224,https://github.com/OpenPecha/P000224/archive/refs/heads/botok.zip,
P000225,https://github.com/OpenPecha/P000225/archive/refs/heads/botok.zip,
P000226,https://github.com/OpenPecha/P000226/archive/refs/heads/botok.zip,
P000227,https://github.com/OpenPecha/P000227/archive/refs/heads/botok.zip,
P000228,https://github.com/OpenPecha/P000228/archive/refs/heads/botok.zip,
P000229,https://github.com/OpenPecha/P000229/archive/refs/heads/botok.zip,
P000230,https://github.com/OpenPecha/P000230/archive/refs/heads/botok.zip,
P000231,https://github.com/OpenPecha/P000231/archive/refs/heads/botok.zip,
P000232,https://github.com/OpenPecha/P000232/archive/refs/heads/botok.zip,
P000233,https://github.com/OpenPecha/P000233/archive/refs/heads/botok.zip,
P000234,https://github.com/OpenPecha/P000234/archive/refs/heads/botok.zip,
P000235,https://github.com/OpenPecha/P000235/archive/refs/heads/botok.zip,
P000236,https://github.com/OpenPecha/P000236/archive/refs/heads/botok.zip,
P000237,https://github.com/OpenPecha/P000237/archive/refs/heads/botok.zip,
P000238,https://github.com/OpenPecha/P000238/archive/refs/heads/botok.zip,
P000239,https://github.com/OpenPecha/P000239/archive/refs/heads/botok.zip,
P000240,https://github.com/OpenPecha/P000240/archive/refs/heads/botok.zip,
P000241,https://github.com/OpenPecha/P000241/archive/refs/heads/botok.zip,
P000242,https://github.com/OpenPecha/P000242/archive/refs/heads/botok.zip,
P000243,https://github.com/OpenPecha/P000243/archive/refs/heads/botok.zip,
P000244,https://github.com/OpenPecha/P000244/archive/refs/heads/botok.zip,
P000245,https://github.com/OpenPecha/P000245/archive/refs/heads/botok.zip,
P000246,https://github.com/OpenPecha/P000246/archive/refs/heads/botok.zip,
P000247,https://github.com/OpenPecha/P000247/archive/refs/heads/botok.zip,
P000248,https://github.com/OpenPecha/P000248/archive/refs/heads/botok.zip,
P000249,https://github.com/OpenPecha/P000249/archive/refs/heads/botok.zip,
P000250,https://github.com/OpenPecha/P000250/archive/refs/heads/botok.zip,
P000251,https://github.com/OpenPecha/P000251/archive/refs/heads/botok.zip,
P000252,https://github.com/OpenPecha/P000252/archive/refs/heads/botok.zip,
P000253,https://github.com/OpenPecha/P000253/archive/refs/heads/botok.zip,
P000254,https://github.com/OpenPecha/P000254/archive/refs/heads/botok.zip,
P000255,https://github.com/OpenPecha/P000255/archive/refs/heads/botok.zip,
P000256,https://github.com/OpenPecha/P000256/archive/refs/heads/botok.zip,
P000257,https://github.com/OpenPecha/P000257/archive/refs/heads/botok.zip,
P000258,https://github.com/OpenPecha/P000258/archive/refs/heads/botok.zip,
P000259,https://github.com/OpenPecha/P000259/archive/refs/heads/botok.zip,
P000260,https://github.com/OpenPecha/P000260/archive/refs/heads/botok.zip,
P000261,https://github.com/OpenPecha/P000261/archive/refs/heads/botok.zip,
P000262,https://github.com/OpenPecha/P000262/archive/refs/heads/botok.zip,
P000263,https://github.com/OpenPecha/P000263/archive/refs/heads/botok.zip,
P000264,https://github.com/OpenPecha/P000264/archive/refs/heads/botok.zip,
P000265,https://github.com/OpenPecha/P000265/archive/refs/heads/botok.zip,
P000266,https://github.com/OpenPecha/P000266/archive/refs/heads/botok.zip,
P000267,https://github.com/OpenPecha/P000267/archive/refs/heads/botok.zip,
P000268,https://github.com/OpenPecha/P000268/archive/refs/heads/botok.zip,
P000269,https://github.com/OpenPecha/P000269/archive/refs/heads/botok.zip,
P000270,https://github.com/OpenPecha/P000270/archive/refs/heads/botok.zip,
P000271,https://github.com/OpenPecha/P000271/archive/refs/heads/botok.zip,
P000272,https://github.com/OpenPecha/P000272/archive/refs/heads/botok.zip,
P000273,https://github.com/OpenPecha/P000273/archive/refs/heads/botok.zip,
P000274,https://github.com/OpenPecha/P000274/archive/refs/heads/botok.zip,
P000275,https://github.com/OpenPecha/P000275/archive/refs/heads/botok.zip,
P000276,https://github.com/OpenPecha/P000276/archive/refs/heads/botok.zip,
P01F21F5A,https://github.com/OpenPecha/P01F21F5A/archive/refs/heads/botok.zip,0.18
P026D4391,https://github.com/OpenPecha/P026D4391/archive/refs/heads/botok.zip,
P0323AB73,https://github.com/OpenPecha/P0323AB73/archive/refs/heads/botok.zip,
P0471A136,https://github.com/OpenPecha/P0471A136/archive/refs/heads/botok.zip,0.12
P05B7DBEB,https://github.com/OpenPecha/P05B7DBEB/archive/refs/heads/botok.zip,0.1
P0697AF99,https://github.com/OpenPecha/P0697AF99/archive/refs/heads/botok.zip,0.1
P06BF0616,https://github.com/OpenPecha/P06BF0616/archive/refs/heads/botok.zip,0.11
P0788F8B8,https://github.com/OpenPecha/P0788F8B8/archive/refs/heads/botok.zip,0.15
P08383808,https://github.com/OpenPecha/P08383808/archive/refs/heads/botok.zip,0.12
P095F7B39,https://github.com/OpenPecha/P095F7B39/archive/refs/heads/botok.zip,0.12
P09825559,https://github.com/OpenPecha/P09825559/archive/refs/heads/botok.zip,0.1
P09C94EFC,https://github.com/OpenPecha/P09C94EFC/archive/refs/heads/botok.zip,
P09CC419D,https://github.com/OpenPecha/P09CC419D/archive/refs/heads/botok.zip,0.13
P0A443473,https://github.com/OpenPecha/P0A443473/archive/refs/heads/botok.zip,0.1
P0AC134F0,https://github.com/OpenPecha/P0AC134F0/archive/refs/heads/botok.zip,
P0AEFD209,https://github.com/OpenPecha/P0AEFD209/archive/refs/heads/botok.zip,
P0B226B66,https://github.com/OpenPecha/P0B226B66/archive/refs/heads/botok.zip,0.11
P0C6AA54D,https://github.com/OpenPecha/P0C6AA54D/archive/refs/heads/botok.zip,0.11
P0DAA54A8,https://github.com/OpenPecha/P0DAA54A8/archive/refs/heads/botok.zip,0.26
P0E1010CD,https://github.com/OpenPecha/P0E1010CD/archive/refs/heads/botok.zip,0.12
P0E807A82,https://github.com/OpenPecha/P0E807A82/archive/refs/heads/botok.zip,
P0E88BAED,https://github.com/OpenPecha/P0E88BAED/archive/refs/heads/botok.zip,0.11
P0EBE0965,https://github.com/OpenPecha/P0EBE0965/archive/refs/heads/botok.zip,0.1
P0F30A079,https://github.com/OpenPecha/P0F30A079/archive/refs/heads/botok.zip,0.12
P1091119C,https://github.com/OpenPecha/P1091119C/archive/refs/heads/botok.zip,
P10B76D16,https://github.com/OpenPecha/P10B76D16/archive/refs/heads/botok.zip,
P110BD211,https://github.com/OpenPecha/P110BD211/archive/refs/heads/botok.zip,0.15
P113161E2,https://github.com/OpenPecha/P113161E2/archive/refs/heads/botok.zip,0.1
P113F7BC8,https://github.com/OpenPecha/P113F7BC8/archive/refs/heads/botok.zip,0.12
P11D8E214,https://github.com/OpenPecha/P11D8E214/archive/refs/heads/botok.zip,
P144985F2,https://github.com/OpenPecha/P144985F2/archive/refs/heads/botok.zip,
P14720CB9,https://github.com/OpenPecha/P14720CB9/archive/refs/heads/botok.zip,
P155F5649,https://github.com/OpenPecha/P155F5649/archive/refs/heads/botok.zip,
P16118F66,https://github.com/OpenPecha/P16118F66/archive/refs/heads/botok.zip,
P16C85D68,https://github.com/OpenPecha/P16C85D68/archive/refs/heads/botok.zip,
P17CC7922,https://github.com/OpenPecha/P17CC7922/archive/refs/heads/botok.zip,
P1864259A,https://github.com/OpenPecha/P1864259A/archive/refs/heads/botok.zip,
P188A585C,https://github.com/OpenPecha/P188A585C/archive/refs/heads/botok.zip,0.11
P198795E5,https://github.com/OpenPecha/P198795E5/archive/refs/heads/botok.zip,0.15
P19E24C98,https://github.com/OpenPecha/P19E24C98/archive/refs/heads/botok.zip,
P1A2DE57C,https://github.com/OpenPecha/P1A2DE57C/archive/refs/heads/botok.zip,
P1A43637D,https://github.com/OpenPecha/P1A43637D/archive/refs/heads/botok.zip,0.12
P1AF6985A,https://github.com/OpenPecha/P1AF6985A/archive/refs/heads/botok.zip,
P1C88EEF8,https://github.com/OpenPecha/P1C88EEF8/archive/refs/heads/botok.zip,
P1C9C94AB,https://github.com/OpenPecha/P1C9C94AB/archive/refs/heads/botok.zip,0.12
P1D9555BD,https://github.com/OpenPecha/P1D9555BD/archive/refs/heads/botok.zip,0.21
P2067CEA6,https://github.com/OpenPecha/P2067CEA6/archive/refs/heads/botok.zip,
P20701362,https://github.com/OpenPecha/P20701362/archive/refs/heads/botok.zip,0.1
P20BBBE6B,https://github.com/OpenPecha/P20BBBE6B/archive/refs/heads/botok.zip,0.12
P211036E0,https://github.com/OpenPecha/P211036E0/archive/refs/heads/botok.zip,0.11
P21925A26,https://github.com/OpenPecha/P21925A26/archive/refs/heads/botok.zip,
P2239AE39,https://github.com/OpenPecha/P2239AE39/archive/refs/heads/botok.zip,0.18
P22666E63,https://github.com/OpenPecha/P22666E63/archive/refs/heads/botok.zip,0.15
P22D6DD31,https://github.com/OpenPecha/P22D6DD31/archive/refs/heads/botok.zip,
P24075444,https://github.com/OpenPecha/P24075444/archive/refs/heads/botok.zip,0.13
P2491BBDB,https://github.com/OpenPecha/P2491BBDB/archive/refs/heads/botok.zip,0.12
P2527D757,https://github.com/OpenPecha/P2527D757/archive/refs/heads/botok.zip,0.14
P254DAAC1,https://github.com/OpenPecha/P254DAAC1/archive/refs/heads/botok.zip,0.23
P26D4E88A,https://github.com/OpenPecha/P26D4E88A/archive/refs/heads/botok.zip,0.14
P26EDC783,https://github.com/OpenPecha/P26EDC783/archive/refs/heads/botok.zip,
P27AB7411,https://github.com/OpenPecha/P27AB7411/archive/refs/heads/botok.zip,0.15
P282804D9,https://github.com/OpenPecha/P282804D9/archive/refs/heads/botok.zip,0.2
P283BC233,https://github.com/OpenPecha/P283BC233/archive/refs/heads/botok.zip,
P287F972E,https://github.com/OpenPecha/P287F972E/archive/refs/heads/botok.zip,0.17
P29496699,https://github.com/OpenPecha/P29496699/archive/refs/heads/botok.zip,0.13
P294BAA75,https://github.com/OpenPecha/P294BAA75/archive/refs/heads/botok.zip,0.12
P29636E09,https://github.com/OpenPecha/P29636E09/archive/refs/heads/botok.zip,0.15
P29D39AC1,https://github.com/OpenPecha/P29D39AC1/archive/refs/heads/botok.zip,0.11
P29EA4909,https://github.com/OpenPecha/P29EA4909/archive/refs/heads/botok.zip,
P2C2E1541,https://github.com/OpenPecha/P2C2E1541/archive/refs/heads/botok.zip,0.17
P2C9BB63E,https://github.com/OpenPecha/P2C9BB63E/archive/refs/heads/botok.zip,0.11
P2CE84FFA,https://github.com/OpenPecha/P2CE84FFA/archive/refs/heads/botok.zip,0.19
P2CECD45D,https://github.com/OpenPecha/P2CECD45D/archive/refs/heads/botok.zip,
P2D33D7FB,https://github.com/OpenPecha/P2D33D7FB/archive/refs/heads/botok.zip,0.1
P2ED1D856,https://github.com/OpenPecha/P2ED1D856/archive/refs/heads/botok.zip,0.16
P2F90DF28,https://github.com/OpenPecha/P2F90DF28/archive/refs/heads/botok.zip,0.13
P2FFAE40A,https://github.com/OpenPecha/P2FFAE40A/archive/refs/heads/botok.zip,
P30202CAE,https://github.com/OpenPecha/P30202CAE/archive/refs/heads/botok.zip,
P30DB05F5,https://github.com/OpenPecha/P30DB05F5/archive/refs/heads/botok.zip,
P31D764AE,https://github.com/OpenPecha/P31D764AE/archive/refs/heads/botok.zip,
P3278EEC7,https://github.com/OpenPecha/P3278EEC7/archive/refs/heads/botok.zip,
P334F43A6,https://github.com/OpenPecha/P334F43A6/archive/refs/heads/botok.zip,0.13
P337793B3,https://github.com/OpenPecha/P337793B3/archive/refs/heads/botok.zip,0.18
P337BB393,https://github.com/OpenPecha/P337BB393/archive/refs/heads/botok.zip,0.11
P338E7914,https://github.com/OpenPecha/P338E7914/archive/refs/heads/botok.zip,
P33961491,https://github.com/OpenPecha/P33961491/archive/refs/heads/botok.zip,
P33CEF55B,https://github.com/OpenPecha/P33CEF55B/archive/refs/heads/botok.zip,0.15
P33F4F171,https://github.com/OpenPecha/P33F4F171/archive/refs/heads/botok.zip,
P348CCA3B,https://github.com/OpenPecha/P348CCA3B/archive/refs/heads/botok.zip,0.17
P34B44838,https://github.com/OpenPecha/P34B44838/archive/refs/heads/botok.zip,
P36096647,https://github.com/OpenPecha/P36096647/archive/refs/heads/botok.zip,
P36962C88,https://github.com/OpenPecha/P36962C88/archive/refs/heads/botok.zip,0.15
P36FB8EC6,https://github.com/OpenPecha/P36FB8EC6/archive/refs/heads/botok.zip,
P381A84C8,https://github.com/OpenPecha/P381A84C8/archive/refs/heads/botok.zip,0.14
P3826ED92,https://github.com/OpenPecha/P3826ED92/archive/refs/heads/botok.zip,0.1
P3833DD30,https://github.com/OpenPecha/P3833DD30/archive/refs/heads/botok.zip,0.12
P38E39994,https://github.com/OpenPecha/P38E39994/archive/refs/heads/botok.zip,0.09
P3AA51EB3,https://github.com/OpenPecha/P3AA51EB3/archive/refs/heads/botok.zip,0.17
P3AEA1119,https://github.com/OpenPecha/P3AEA1119/archive/refs/heads/botok.zip,
P3B07800F,https://github.com/OpenPecha/P3B07800F/archive/refs/heads/botok.zip,0.15
P3BBF3EBB,https://github.com/OpenPecha/P3BBF3EBB/archive/refs/heads/botok.zip,0.17
P3D55AB66,https://github.com/OpenPecha/P3D55AB66/archive/refs/heads/botok.zip,
P3F8E116E,https://github.com/OpenPecha/P3F8E116E/archive/refs/heads/botok.zip,0.13
P3F927747,https://github.com/OpenPecha/P3F927747/archive/refs/heads/botok.zip,0.13
P3FAE1A3D,https://github.com/OpenPecha/P3FAE1A3D/archive/refs/heads/botok.zip,
P4086605B,https://github.com/OpenPecha/P4086605B/archive/refs/heads/botok.zip,
P40878D88,https://github.com/OpenPecha/P40878D88/archive/refs/heads/botok.zip,0.13
P408B4448,https://github.com/OpenPecha/P408B4448/archive/refs/heads/botok.zip,0.11
P40918484,https://github.com/OpenPecha/P40918484/archive/refs/heads/botok.zip,0.1
P40CF2035,https://github.com/OpenPecha/P40CF2035/archive/refs/heads/botok.zip,0.12
P411563FE,https://github.com/OpenPecha/P411563FE/archive/refs/heads/botok.zip,
P412EE9B8,https://github.com/OpenPecha/P412EE9B8/archive/refs/heads/botok.zip,
P4136A36B,https://github.com/OpenPecha/P4136A36B/archive/refs/heads/botok.zip,
P41BF55A7,https://github.com/OpenPecha/P41BF55A7/archive/refs/heads/botok.zip,0.09
P424ADC12,https://github.com/OpenPecha/P424ADC12/archive/refs/heads/botok.zip,0.13
P42927191,https://github.com/OpenPecha/P42927191/archive/refs/heads/botok.zip,
P433F86DD,https://github.com/OpenPecha/P433F86DD/archive/refs/heads/botok.zip,0.12
P43CDC54B,https://github.com/OpenPecha/P43CDC54B/archive/refs/heads/botok.zip,
P44B6FCB6,https://github.com/OpenPecha/P44B6FCB6/archive/refs/heads/botok.zip,0.15
P44C1CCD4,https://github.com/OpenPecha/P44C1CCD4/archive/refs/heads/botok.zip,0.12
P44DB1160,https://github.com/OpenPecha/P44DB1160/archive/refs/heads/botok.zip,
P45625FF8,https://github.com/OpenPecha/P45625FF8/archive/refs/heads/botok.zip,
P466F2DB5,https://github.com/OpenPecha/P466F2DB5/archive/refs/heads/botok.zip,0.12
P46BA774E,https://github.com/OpenPecha/P46BA774E/archive/refs/heads/botok.zip,
P46CDF234,https://github.com/OpenPecha/P46CDF234/archive/refs/heads/botok.zip,0.14
P46FDD25F,https://github.com/OpenPecha/P46FDD25F/archive/refs/heads/botok.zip,0.12
P4746B780,https://github.com/OpenPecha/P4746B780/archive/refs/heads/botok.zip,0.11
P48030325,https://github.com/OpenPecha/P48030325/archive/refs/heads/botok.zip,0.13
P4838E6DF,https://github.com/OpenPecha/P4838E6DF/archive/refs/heads/botok.zip,
P49444617,https://github.com/OpenPecha/P49444617/archive/refs/heads/botok.zip,
P49532218,https://github.com/OpenPecha/P49532218/archive/refs/heads/botok.zip,0.14
P49AB4705,https://github.com/OpenPecha/P49AB4705/archive/refs/heads/botok.zip,0.12
P4A4543DF,https://github.com/OpenPecha/P4A4543DF/archive/refs/heads/botok.zip,
P4A79CA96,https://github.com/OpenPecha/P4A79CA96/archive/refs/heads/botok.zip,0.13
P4AB9700A,https://github.com/OpenPecha/P4AB9700A/archive/refs/heads/botok.zip,
P4B747B14,https://github.com/OpenPecha/P4B747B14/archive/refs/heads/botok.zip,
P4BDBADE2,https://github.com/OpenPecha/P4BDBADE2/archive/refs/heads/botok.zip,0.11
P4BEAE2B4,https://github.com/OpenPecha/P4BEAE2B4/archive/refs/heads/botok.zip,
P4D14774F,https://github.com/OpenPecha/P4D14774F/archive/refs/heads/botok.zip,0.11
P4D173707,https://github.com/OpenPecha/P4D173707/archive/refs/heads/botok.zip,
P4D3279DD,https://github.com/OpenPecha/P4D3279DD/archive/refs/heads/botok.zip,0.1
P4D49B116,https://github.com/OpenPecha/P4D49B116/archive/refs/heads/botok.zip,0.13
P4D50F522,https://github.com/OpenPecha/P4D50F522/archive/refs/heads/botok.zip,
P4DD742D4,https://github.com/OpenPecha/P4DD742D4/archive/refs/heads/botok.zip,
P4EE4BFC4,https://github.com/OpenPecha/P4EE4BFC4/archive/refs/heads/botok.zip,
P4EE66991,https://github.com/OpenPecha/P4EE66991/archive/refs/heads/botok.zip,0.12
P4F544A80,https://github.com/OpenPecha/P4F544A80/archive/refs/heads/botok.zip,
P4FEBBEB1,https://github.com/OpenPecha/P4FEBBEB1/archive/refs/heads/botok.zip,
P500A6D15,https://github.com/OpenPecha/P500A6D15/archive/refs/heads/botok.zip,0.1
P500B7278,https://github.com/OpenPecha/P500B7278/archive/refs/heads/botok.zip,0.13
P51551359,https://github.com/OpenPecha/P51551359/archive/refs/heads/botok.zip,
P51877FA9,https://github.com/OpenPecha/P51877FA9/archive/refs/heads/botok.zip,
P51C425C7,https://github.com/OpenPecha/P51C425C7/archive/refs/heads/botok.zip,0.11
P52386303,https://github.com/OpenPecha/P52386303/archive/refs/heads/botok.zip,0.11
P53348338,https://github.com/OpenPecha/P53348338/archive/refs/heads/botok.zip,0.13
P53F474AA,https://github.com/OpenPecha/P53F474AA/archive/refs/heads/botok.zip,
P544359D8,https://github.com/OpenPecha/P544359D8/archive/refs/heads/botok.zip,
P5588A6DD,https://github.com/OpenPecha/P5588A6DD/archive/refs/heads/botok.zip,
P56543757,https://github.com/OpenPecha/P56543757/archive/refs/heads/botok.zip,
P566E6516,https://github.com/OpenPecha/P566E6516/archive/refs/heads/botok.zip,
P5714553A,https://github.com/OpenPecha/P5714553A/archive/refs/heads/botok.zip,
P57E1008F,https://github.com/OpenPecha/P57E1008F/archive/refs/heads/botok.zip,0.11
P585E9C48,https://github.com/OpenPecha/P585E9C48/archive/refs/heads/botok.zip,0.2
P59EB2E60,https://github.com/OpenPecha/P59EB2E60/archive/refs/heads/botok.zip,0.13
P5B67A599,https://github.com/OpenPecha/P5B67A599/archive/refs/heads/botok.zip,0.11
P5BB99BFC,https://github.com/OpenPecha/P5BB99BFC/archive/refs/heads/botok.zip,
P5EDEE959,https://github.com/OpenPecha/P5EDEE959/archive/refs/heads/botok.zip,0.16
P5FBF9264,https://github.com/OpenPecha/P5FBF9264/archive/refs/heads/botok.zip,0.14
P600CF6F0,https://github.com/OpenPecha/P600CF6F0/archive/refs/heads/botok.zip,0.1
P60A476AF,https://github.com/OpenPecha/P60A476AF/archive/refs/heads/botok.zip,0.16
P616F5649,https://github.com/OpenPecha/P616F5649/archive/refs/heads/botok.zip,
P62393212,https://github.com/OpenPecha/P62393212/archive/refs/heads/botok.zip,0.11
P63690923,https://github.com/OpenPecha/P63690923/archive/refs/heads/botok.zip,0.12
P65C7DBB1,https://github.com/OpenPecha/P65C7DBB1/archive/refs/heads/botok.zip,0.13
P65D46325,https://github.com/OpenPecha/P65D46325/archive/refs/heads/botok.zip,0.15
P66AA1AAF,https://github.com/OpenPecha/P66AA1AAF/archive/refs/heads/botok.zip,
P66BFBFB3,https://github.com/OpenPecha/P66BFBFB3/archive/refs/heads/botok.zip,
P684E8530,https://github.com/OpenPecha/P684E8530/archive/refs/heads/botok.zip,
P68C596F3,https://github.com/OpenPecha/P68C596F3/archive/refs/heads/botok.zip,0.1
P68FAC246,https://github.com/OpenPecha/P68FAC246/archive/refs/heads/botok.zip,0.1
P6924A626,https://github.com/OpenPecha/P6924A626/archive/refs/heads/botok.zip,
P6A466669,https://github.com/OpenPecha/P6A466669/archive/refs/heads/botok.zip,0.21
P6B054081,https://github.com/OpenPecha/P6B054081/archive/refs/heads/botok.zip,
P6C33E9F8,https://github.com/OpenPecha/P6C33E9F8/archive/refs/heads/botok.zip,0.06
P6D4F3D7B,https://github.com/OpenPecha/P6D4F3D7B/archive/refs/heads/botok.zip,
P6D506273,https://github.com/OpenPecha/P6D506273/archive/refs/heads/botok.zip,
P6DD7575A,https://github.com/OpenPecha/P6DD7575A/archive/refs/heads/botok.zip,0.11
P6F57709F,https://github.com/OpenPecha/P6F57709F/archive/refs/heads/botok.zip,0.08
P7033654F,https://github.com/OpenPecha/P7033654F/archive/refs/heads/botok.zip,
P7088A075,https://github.com/OpenPecha/P7088A075/archive/refs/heads/botok.zip,0.14
P70B160A2,https://github.com/OpenPecha/P70B160A2/archive/refs/heads/botok.zip,0.1
P70DD4B54,https://github.com/OpenPecha/P70DD4B54/archive/refs/heads/botok.zip,0.15
P715EB229,https://github.com/OpenPecha/P715EB229/archive/refs/heads/botok.zip,0.23
P7244FB94,https://github.com/OpenPecha/P7244FB94/archive/refs/heads/botok.zip,
P72D3507C,https://github.com/OpenPecha/P72D3507C/archive/refs/heads/botok.zip,0.17
P72EF1574,https://github.com/OpenPecha/P72EF1574/archive/refs/heads/botok.zip,0.11
P75047777,https://github.com/OpenPecha/P75047777/archive/refs/heads/botok.zip,0.13
P755ED480,https://github.com/OpenPecha/P755ED480/archive/refs/heads/botok.zip,0.12
P77923723,https://github.com/OpenPecha/P77923723/archive/refs/heads/botok.zip,
P7798C7B4,https://github.com/OpenPecha/P7798C7B4/archive/refs/heads/botok.zip,0.1
P77A20782,https://github.com/OpenPecha/P77A20782/archive/refs/heads/botok.zip,0.11
P77E7D411,https://github.com/OpenPecha/P77E7D411/archive/refs/heads/botok.zip,0.1
P7823530D,https://github.com/OpenPecha/P7823530D/archive/refs/heads/botok.zip,
P785CC1E0,https://github.com/OpenPecha/P785CC1E0/archive/refs/heads/botok.zip,0.2
P7894C918,https://github.com/OpenPecha/P7894C918/archive/refs/heads/botok.zip,
